,x,y,z,node,line_id,point_id,degree,cc,vol_cc,avg_PK_Of_element,element_connectivity,folder_name
373,10.6773,23.0187,2.0,237,122,11,3,70,1.53046,2.0,0.5,TCDD1nM4hr1_Subset
374,10.6773,23.0187,2.0,237,123,11,3,70,1.53046,2.0,0.5,TCDD1nM4hr1_Subset
375,3.848,22.776,2.0,238,121,3,1,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
376,9.88,22.568,2.0,239,120,5,1,71,0.23254,1.0,1.0,TCDD1nM4hr1_Subset
377,3.744,22.464,2.0,240,119,5,3,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
378,3.744,22.464,2.0,240,121,5,3,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
379,3.744,22.464,2.0,240,272,5,3,86,1.40608,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
380,9.672,22.048,2.0,241,120,0,1,71,0.23254,1.0,1.0,TCDD1nM4hr1_Subset
381,3.952,21.944,2.0,242,119,0,1,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
382,11.232,21.84,2.0,243,115,5,3,70,1.53046,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
383,11.232,21.84,2.0,243,116,5,3,70,1.53046,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
384,11.232,21.84,2.0,243,118,5,3,70,1.53046,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
385,5.616,21.84,2.0,244,35,4,3,57,0.8112,2.0,0.5,TCDD1nM4hr1_Subset
386,5.616,21.84,2.0,244,36,4,3,57,0.8112,2.0,0.5,TCDD1nM4hr1_Subset
387,5.616,21.84,2.0,244,117,4,3,57,0.8112,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
388,11.3013,21.32,2.0,245,33,15,3,70,1.53046,2.0,0.5,TCDD1nM4hr1_Subset
389,11.3013,21.32,2.0,245,115,15,3,70,1.53046,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
390,11.3013,21.32,2.0,245,116,15,3,70,1.53046,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
391,4.368,21.216,2.0,246,113,6,1,73,0.24877,1.0,1.0,TCDD1nM4hr1_Subset
392,3.744,21.112,2.0,247,34,6,1,87,0.18387,1.0,1.0,TCDD1nM4hr1_Subset
393,8.736,21.008,2.0,248,114,0,1,74,0.70304,2.0,0.5,TCDD1nM4hr1_Subset
394,4.264,20.592,2.0,249,113,0,1,73,0.24877,1.0,1.0,TCDD1nM4hr1_Subset
395,5.096,20.384,2.0,250,112,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
396,4.368,20.072,2.0,251,111,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
397,9.36,19.448,2.0,252,110,2,1,75,0.24877,1.0,1.0,TCDD1nM4hr1_Subset
398,9.152,19.448,2.0,253,110,0,1,75,0.24877,1.0,1.0,TCDD1nM4hr1_Subset
399,6.24,18.4912,1.9,254,29,5,4,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
400,6.24,18.4912,1.9,254,31,5,4,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
401,6.24,18.4912,1.9,254,108,5,4,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
402,6.24,18.4912,1.9,254,276,5,4,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
403,5.616,18.616,2.0,255,276,6,1,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
404,6.552,18.512,2.0,256,108,2,1,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
405,12.792,18.096,2.0,257,26,6,1,89,0.18928,1.0,1.0,TCDD1nM4hr1_Subset
406,4.68,17.888,2.0,258,104,8,3,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
407,4.68,17.888,2.0,258,106,8,3,38,4.74822,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
408,4.68,17.888,2.0,258,107,8,3,38,4.74822,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
409,1.976,17.888,2.0,259,105,0,1,46,0.9464,1.0,1.0,TCDD1nM4hr1_Subset
410,3.848,17.784,2.0,260,104,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
411,5.512,17.68,2.0,261,99,10,1,38,4.74822,2.5,0.4,TCDD1nM4hr1_Subset
412,9.152,17.576,2.0,262,30,7,3,60,0.94099,2.0,0.5,TCDD1nM4hr1_Subset
413,9.152,17.576,2.0,262,102,7,3,60,0.94099,2.0,0.5,TCDD1nM4hr1_Subset
414,9.152,17.576,2.0,262,103,7,3,60,0.94099,2.0,0.5,TCDD1nM4hr1_Subset
415,8.32,17.472,2.0,263,101,0,1,59,0.52998,1.0,1.0,TCDD1nM4hr1_Subset
416,4.888,17.16,2.0,264,22,2,3,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
417,4.888,17.16,2.0,264,98,2,3,38,4.74822,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
418,4.888,17.16,2.0,264,100,2,3,38,4.74822,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
419,6.552,16.744,2.0,265,96,11,1,91,0.42723,1.0,1.0,TCDD1nM4hr1_Subset
420,2.288,16.744,2.0,266,94,14,1,77,0.58406,1.0,1.0,TCDD1nM4hr1_Subset
421,5.3733,16.484,1.9167,267,20,0,4,38,4.74822,2.5,0.4,TCDD1nM4hr1_Subset
422,5.3733,16.484,1.9167,267,95,0,4,38,4.74822,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
423,5.3733,16.484,1.9167,267,98,0,4,38,4.74822,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
424,5.3733,16.484,1.9167,267,99,0,4,38,4.74822,2.5,0.4,TCDD1nM4hr1_Subset
425,5.096,16.016,2.0,268,20,3,1,38,4.74822,2.5,0.4,TCDD1nM4hr1_Subset
426,8.008,15.912,2.0,269,271,19,1,90,0.68682,1.0,1.0,TCDD1nM4hr1_Subset
427,3.536,15.912,2.0,270,18,4,1,92,0.10816,1.0,1.0,TCDD1nM4hr1_Subset
428,8.736,15.704,2.0,271,97,0,1,78,0.14602,1.0,1.0,TCDD1nM4hr1_Subset
429,6.656,15.6,2.0,272,96,0,1,91,0.42723,1.0,1.0,TCDD1nM4hr1_Subset
430,5.616,15.392,2.0,273,14,21,3,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
431,5.616,15.392,2.0,273,17,21,3,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
432,5.616,15.392,2.0,273,95,21,3,38,4.74822,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
433,10.088,15.288,2.0,274,275,45,1,61,2.15779,2.0,0.5,TCDD1nM4hr1_Subset
434,2.184,15.288,2.0,275,94,0,1,77,0.58406,1.0,1.0,TCDD1nM4hr1_Subset
435,7.176,13.832,2.0,276,16,12,1,93,0.51917,1.0,1.0,TCDD1nM4hr1_Subset
436,4.68,13.728,2.0,277,93,2,1,94,0.09194,1.0,1.0,TCDD1nM4hr1_Subset
437,4.68,13.52,2.0,278,93,0,1,94,0.09194,1.0,1.0,TCDD1nM4hr1_Subset
438,4.264,13.416,2.0,279,92,0,1,48,1.29251,2.0,0.5,TCDD1nM4hr1_Subset
439,12.584,13.0,2.0,280,91,0,1,79,0.22714,1.0,1.0,TCDD1nM4hr1_Subset
440,5.512,12.792,2.0,281,90,0,1,18,1.72515,2.0,0.5,TCDD1nM4hr1_Subset
441,10.608,12.48,2.0,282,89,4,1,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
442,6.7253,12.0987,2.0,283,12,6,3,62,1.47638,2.0,0.5,TCDD1nM4hr1_Subset
443,6.7253,12.0987,2.0,283,88,6,3,62,1.47638,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
444,6.7253,12.0987,2.0,283,270,6,3,62,1.47638,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
445,10.8576,11.9392,1.8,284,9,0,3,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
446,10.8576,11.9392,1.8,284,10,0,3,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
447,10.8576,11.9392,1.8,284,89,0,3,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
448,7.072,11.96,2.0,285,11,13,3,62,1.47638,2.0,0.5,TCDD1nM4hr1_Subset
449,7.072,11.96,2.0,285,88,13,3,62,1.47638,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
450,7.072,11.96,2.0,285,270,13,3,62,1.47638,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
451,4.576,11.752,2.0,286,87,0,1,48,1.29251,2.0,0.5,TCDD1nM4hr1_Subset
452,11.128,11.648,2.0,287,10,2,1,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
453,9.776,11.44,2.0,288,85,0,3,61,2.15779,2.0,0.5,TCDD1nM4hr1_Subset
454,9.776,11.44,2.0,288,86,0,3,61,2.15779,2.0,0.5,TCDD1nM4hr1_Subset
455,9.776,11.44,2.0,288,275,0,3,61,2.15779,2.0,0.5,TCDD1nM4hr1_Subset
456,7.072,11.024,2.0,289,84,0,1,18,1.72515,2.0,0.5,TCDD1nM4hr1_Subset
457,9.152,10.192,2.0,290,83,0,1,80,0.21091,1.0,1.0,TCDD1nM4hr1_Subset
458,7.6267,10.0533,2.0,291,6,2,3,34,1.31955,2.0,0.5,TCDD1nM4hr1_Subset
459,7.6267,10.0533,2.0,291,7,2,3,34,1.31955,2.0,0.5,TCDD1nM4hr1_Subset
460,7.6267,10.0533,2.0,291,274,2,3,34,1.31955,2.0,0.5,TCDD1nM4hr1_Subset
461,5.616,9.88,2.0,292,82,0,1,40,2.39034,2.0,0.5,TCDD1nM4hr1_Subset
462,7.8693,7.9733,2.0,293,4,2,3,29,5.49994,2.0,0.5,TCDD1nM4hr1_Subset
463,7.8693,7.9733,2.0,293,78,2,3,29,5.49994,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
464,7.8693,7.9733,2.0,293,79,2,3,29,5.49994,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
465,5.824,7.696,2.0,294,77,2,1,97,0.10816,1.0,1.0,TCDD1nM4hr1_Subset
466,5.824,7.488,2.0,295,77,0,1,97,0.10816,1.0,1.0,TCDD1nM4hr1_Subset
467,7.904,7.28,2.0,296,76,0,1,81,0.18928,1.0,1.0,TCDD1nM4hr1_Subset
468,7.176,6.76,2.0,297,75,0,1,29,5.49994,2.0,0.5,TCDD1nM4hr1_Subset
469,7.696,6.344,2.0,298,72,10,3,82,1.13027,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
470,7.696,6.344,2.0,298,73,10,3,82,1.13027,2.0,0.5,TCDD1nM4hr1_Subset
471,7.696,6.344,2.0,298,74,10,3,82,1.13027,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
472,8.84,5.512,2.0,299,71,6,1,82,1.13027,2.0,0.5,TCDD1nM4hr1_Subset
473,7.176,5.408,2.0,300,3,13,1,98,0.51917,1.0,1.0,TCDD1nM4hr1_Subset
474,5.4427,40.2827,1.5,301,68,10,3,51,0.61651,2.0,0.5,TCDD1nM4hr1_Subset
475,5.4427,40.2827,1.5,301,69,10,3,51,0.61651,2.0,0.5,TCDD1nM4hr1_Subset
476,5.4427,40.2827,1.5,301,70,10,3,51,0.61651,2.0,0.5,TCDD1nM4hr1_Subset
477,5.2,39.624,1.5,302,69,0,1,51,0.61651,2.0,0.5,TCDD1nM4hr1_Subset
478,6.136,39.52,1.5,303,68,0,1,51,0.61651,2.0,0.5,TCDD1nM4hr1_Subset
479,5.824,39.312,1.5,304,66,6,1,66,1.4169,2.0,0.5,TCDD1nM4hr1_Subset
480,5.72,38.688,1.5,305,65,4,3,66,1.4169,2.0,0.5,TCDD1nM4hr1_Subset
481,5.72,38.688,1.5,305,66,4,3,66,1.4169,2.0,0.5,TCDD1nM4hr1_Subset
482,5.72,38.688,1.5,305,67,4,3,66,1.4169,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
483,5.512,38.272,1.5,306,65,0,1,66,1.4169,2.0,0.5,TCDD1nM4hr1_Subset
484,5.408,37.024,1.5,307,63,0,1,83,0.28122,1.0,1.0,TCDD1nM4hr1_Subset
485,3.744,33.072,1.5,308,62,0,1,19,12.67635,2.0,0.5,TCDD1nM4hr1_Subset
486,8.0427,32.1707,1.5,309,59,0,3,22,10.12918,2.0,0.5,TCDD1nM4hr1_Subset
487,8.0427,32.1707,1.5,309,60,0,3,22,10.12918,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
488,8.0427,32.1707,1.5,309,61,0,3,22,10.12918,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
489,4.472,31.824,1.5,310,58,0,1,19,12.67635,2.0,0.5,TCDD1nM4hr1_Subset
490,9.256,31.096,1.5,311,55,0,3,22,10.12918,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
491,9.256,31.096,1.5,311,56,0,3,22,10.12918,2.0,0.5,TCDD1nM4hr1_Subset
492,9.256,31.096,1.5,311,57,0,3,22,10.12918,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
493,9.984,29.64,1.5,312,54,0,1,84,0.23795,1.0,1.0,TCDD1nM4hr1_Subset
494,9.672,29.224,1.5,313,53,0,1,42,0.86528,2.0,0.5,TCDD1nM4hr1_Subset
495,4.68,28.392,1.5,314,52,0,1,53,1.9631,2.0,0.5,TCDD1nM4hr1_Subset
496,6.344,27.872,1.5,315,51,0,1,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
497,3.536,27.56,1.5,316,45,8,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
498,3.536,27.56,1.5,316,46,8,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
499,3.536,27.56,1.5,316,50,8,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
500,9.256,27.456,1.5,317,49,0,1,85,0.28662,1.0,1.0,TCDD1nM4hr1_Subset
501,1.976,27.144,1.5,318,48,0,1,19,12.67635,2.5,0.4,TCDD1nM4hr1_Subset
502,7.696,27.04,1.5,319,47,3,1,99,0.04867,1.0,1.0,TCDD1nM4hr1_Subset
503,7.592,26.728,1.5,320,47,0,1,99,0.04867,1.0,1.0,TCDD1nM4hr1_Subset
504,3.64,26.728,1.5,321,43,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
505,3.64,26.728,1.5,321,45,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
506,3.64,26.728,1.5,321,46,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
507,7.072,26.624,1.5,322,42,10,1,100,0.12979,1.0,1.0,TCDD1nM4hr1_Subset
508,3.328,26.416,1.5,323,40,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
509,3.328,26.416,1.5,323,43,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
510,3.328,26.416,1.5,323,44,3,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
511,6.344,26.104,1.5,324,42,0,1,100,0.12979,1.0,1.0,TCDD1nM4hr1_Subset
512,3.328,26.104,1.5,325,39,2,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
513,3.328,26.104,1.5,325,40,2,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
514,3.328,26.104,1.5,325,41,2,3,19,12.67635,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
515,11.336,25.168,1.5,326,38,3,1,101,0.04326,1.0,1.0,TCDD1nM4hr1_Subset
516,11.232,24.856,1.5,327,38,0,1,101,0.04326,1.0,1.0,TCDD1nM4hr1_Subset
517,9.36,22.984,1.5,328,37,0,1,72,0.37856,1.0,1.0,TCDD1nM4hr1_Subset
518,6.032,22.256,1.5,329,36,0,1,57,0.8112,2.0,0.5,TCDD1nM4hr1_Subset
519,5.824,21.424,1.5,330,35,0,1,57,0.8112,2.0,0.5,TCDD1nM4hr1_Subset
520,3.64,20.488,1.5,331,34,0,1,87,0.18387,1.0,1.0,TCDD1nM4hr1_Subset
521,10.92,19.656,1.5,332,33,0,1,70,1.53046,2.0,0.5,TCDD1nM4hr1_Subset
522,3.536,19.344,1.5,333,32,3,1,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
523,3.1547,19.2053,1.5,334,28,12,3,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
524,3.1547,19.2053,1.5,334,32,12,3,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
525,3.1547,19.2053,1.5,334,272,12,3,86,1.40608,3.0,0.3333333333333333,TCDD1nM4hr1_Subset
526,5.824,19.032,1.5,335,31,0,1,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
527,9.152,18.304,1.5,336,30,0,1,60,0.94099,2.0,0.5,TCDD1nM4hr1_Subset
528,6.344,17.888,1.5,337,29,0,1,88,0.52458,2.5,0.4,TCDD1nM4hr1_Subset
529,3.224,17.888,1.5,338,28,0,1,86,1.40608,2.0,0.5,TCDD1nM4hr1_Subset
530,6.76,17.68,1.5,339,27,0,1,76,0.50835,1.0,1.0,TCDD1nM4hr1_Subset
531,7.696,17.576,1.5,340,271,0,1,90,0.68682,1.0,1.0,TCDD1nM4hr1_Subset
532,3.328,17.576,1.5,341,25,3,1,30,3.75856,2.0,0.5,TCDD1nM4hr1_Subset
533,12.792,17.472,1.5,342,26,0,1,89,0.18928,1.0,1.0,TCDD1nM4hr1_Subset
534,3.328,17.264,1.5,343,23,2,3,30,3.75856,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
535,3.328,17.264,1.5,343,24,2,3,30,3.75856,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
536,3.328,17.264,1.5,343,25,2,3,30,3.75856,2.0,0.5,TCDD1nM4hr1_Subset
537,3.276,17.004,1.5,344,19,6,4,30,3.75856,2.5,0.4,TCDD1nM4hr1_Subset
538,3.276,17.004,1.5,344,21,6,4,30,3.75856,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
539,3.276,17.004,1.5,344,23,6,4,30,3.75856,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
540,3.276,17.004,1.5,344,24,6,4,30,3.75856,3.5,0.2857142857142857,TCDD1nM4hr1_Subset
541,4.68,16.952,1.5,345,22,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
542,3.432,16.328,1.5,346,19,0,1,30,3.75856,2.5,0.4,TCDD1nM4hr1_Subset
543,10.92,15.808,1.5,347,13,29,1,102,0.43805,1.0,1.0,TCDD1nM4hr1_Subset
544,3.64,15.496,1.5,348,18,0,1,92,0.10816,1.0,1.0,TCDD1nM4hr1_Subset
545,6.344,14.664,1.5,349,17,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
546,8.424,14.352,1.5,350,16,0,1,93,0.51917,1.0,1.0,TCDD1nM4hr1_Subset
547,4.784,13.312,1.5,351,15,0,1,48,1.29251,2.0,0.5,TCDD1nM4hr1_Subset
548,6.032,13.208,1.5,352,14,0,1,38,4.74822,2.0,0.5,TCDD1nM4hr1_Subset
549,10.816,12.792,1.5,353,13,0,1,102,0.43805,1.0,1.0,TCDD1nM4hr1_Subset
550,6.344,12.584,1.5,354,12,0,1,62,1.47638,2.0,0.5,TCDD1nM4hr1_Subset
551,11.336,12.48,1.5,355,9,6,1,96,0.59488,2.0,0.5,TCDD1nM4hr1_Subset
552,8.112,12.272,1.5,356,11,0,1,62,1.47638,2.0,0.5,TCDD1nM4hr1_Subset
553,10.4,10.608,1.5,357,8,0,1,63,1.6873,2.5,0.4,TCDD1nM4hr1_Subset
554,7.488,10.608,1.5,358,7,0,1,34,1.31955,2.0,0.5,TCDD1nM4hr1_Subset
555,7.592,9.776,1.5,359,6,0,1,34,1.31955,2.0,0.5,TCDD1nM4hr1_Subset
556,10.088,7.8,1.5,360,5,0,1,63,1.6873,2.5,0.4,TCDD1nM4hr1_Subset
557,7.904,7.696,1.5,361,4,0,1,29,5.49994,2.0,0.5,TCDD1nM4hr1_Subset
558,5.824,5.512,1.5,362,3,0,1,98,0.51917,1.0,1.0,TCDD1nM4hr1_Subset
559,8.008,3.64,1.5,363,2,10,1,103,0.24336,1.0,1.0,TCDD1nM4hr1_Subset
560,8.32,2.6,1.5,364,2,0,1,103,0.24336,1.0,1.0,TCDD1nM4hr1_Subset
561,8.424,1.872,1.5,365,1,9,1,104,0.15683,1.0,1.0,TCDD1nM4hr1_Subset
562,8.008,0.936,1.5,366,1,0,1,104,0.15683,1.0,1.0,TCDD1nM4hr1_Subset
563,9.048,13.208,1.0,367,0,0,1,95,0.2055,1.0,1.0,TCDD1nM4hr1_Subset
